metapath,B,seed,z_mc,z_analytical,z_oldnull_b10k
GdCbGpBP,1000,42,,,-0.0500014938637875
GdCuGpBP,1000,42,,,
GpBP,1000,42,,,123.5371554976985
GuCbGpBP,1000,42,,,
GuCuGpBP,1000,42,,,
GpBPpGpBP,1000,43,21.55748363360355,21.974989483869173,33.88418513118736
GpPWpGpBP,1000,43,21.04338104615734,20.91667202116316,44.669747473482815
GpMFpGpBP,1000,43,14.230931766389467,13.73795364701183,18.52628628382347
GiGiGpBP,1000,43,4.392590838984451,4.472090220910445,3.785293785557323
GdDaGpBP,1000,43,2.795395169396425,2.727395372707633,0.0407608293826901
GuDaGpBP,1000,43,2.1267990915108204,2.2939917153691285,0.8953505540520258
G<rGr>GpBP,1000,43,1.9736131824269725,2.0387695975906124,1.8422717254086416
GaDuGpBP,1000,43,1.9889167766513929,1.992805253160803,3.077859376587474
GcGcGpBP,1000,43,1.660973824778169,1.722114411561869,1.8665356117071903
GuDdGpBP,1000,43,1.403257375984241,1.4281429041399238,0.7947234001523725
GuCdGpBP,1000,43,0.6721703306067411,0.687437588370302,-0.4149779222889873
G<rGiGpBP,1000,43,0.3234206438794734,0.3154370038274601,0.2387646794601901
Gr>GiGpBP,1000,43,-0.0209024239015115,0.0382101059160156,0.37844222352693
G<rG<rGpBP,1000,43,0.0316143431134807,0.0125483163515563,-0.3589924268437346
GuAuGpBP,1000,43,-0.0483421801679249,-0.0672255308986888,2.449033332529737
GeAuGpBP,1000,43,-0.1154929791264083,-0.1281058687118577,2.747904798710903
GbCbGpBP,1000,43,-0.1274515689939687,-0.1443375672974064,-0.1273297634520929
GiGpBP,1000,43,-0.1463865061850106,-0.1443375672974064,-0.276881218159955
GcGpBP,1000,43,-0.1664976875481759,-0.1443375672974064,-0.2315106784045755
GiG<rGpBP,1000,43,-0.1584982107404312,-0.1975040564892314,-0.4920127512627357
G<rGpBP,1000,43,-0.1953249664007456,-0.2035341987864453,-0.491781104749088
G<rGcGpBP,1000,43,-0.1939303155572944,-0.2042182142569958,-0.5266304445547925
GcGr>GpBP,1000,43,-0.2240730262380322,-0.2215680865634232,-0.4280447471971588
Gr>Gr>GpBP,1000,43,-0.2011864833821047,-0.2400603761598435,-0.0865280288023237
Gr>GpBP,1000,43,-0.3220162215468393,-0.2929526956976827,-0.2321260566493571
GiGcGpBP,1000,43,-0.346547160303345,-0.3331785095145209,-0.5808760207487617
GcGiGpBP,1000,43,-0.3131578441290117,-0.3402892889464298,-0.6145531143399793
GpCCpGpBP,1000,43,-0.4389740733670761,-0.4258798821214624,0.1079011951969348
GiGr>GpBP,1000,43,-0.5807238721498559,-0.5984063766394848,-0.8019362892832911
GcG<rGpBP,1000,43,-0.6427629282011796,-0.6473461372079952,-0.935861963543959
GuAdGpBP,1000,43,-0.6977890206552185,-0.6993960393351109,1.2384143526595717
GdDuGpBP,1000,43,-0.6836796298981694,-0.7000087496120544,-0.575460308475782
GbCdGpBP,1000,43,-0.8036936124043407,-0.7886976368154965,-0.4704288088893098
Gr>GcGpBP,1000,43,-0.8227651094762022,-0.8525317231134635,-0.7763084352911594
GdDdGpBP,1000,43,-0.923279396893836,-0.9102843426501508,3.387715862761397
GaDaGpBP,1000,43,-0.9153445581540358,-0.9456069759837016,2.1680277324018986
GdCdGpBP,1000,43,-1.530139657270812,-1.5948544974903744,0.977744688037218
GuDuGpBP,1000,43,-1.6350804074236611,-1.653270498692371,-0.651312046061496
GdAeGpBP,1000,43,-2.162629336398555,-2.157555939160403,1.7510500943771927
Gr>G<rGpBP,1000,43,-2.11498814330316,-2.2189735654830565,-0.381751033733372
GdAdGpBP,1000,43,-2.3191582039805403,-2.278934778972244,1.9732683140391276
GdAuGpBP,1000,43,-2.5275700445436695,-2.600570876427385,0.9111345306391054
GaDdGpBP,1000,43,-2.7697186824041804,-2.7382782404388326,-0.5098995476100914
GeAdGpBP,1000,43,-2.773900407625665,-2.7945517000868314,2.3012330022125074
GeAeGpBP,1000,43,-2.857485032544591,-2.98068289300443,1.8189420980362163
GuAeGpBP,1000,43,-4.161566372783883,-4.035892163278144,1.6917662783461174
GbCuGpBP,1000,43,,,
GdCbGpBP,1000,43,,,-0.0500014938637875
GdCuGpBP,1000,43,,,
GpBP,1000,43,,,123.5371554976985
GuCbGpBP,1000,43,,,
GuCuGpBP,1000,43,,,
GpBPpGpBP,1000,44,20.97962876904009,21.974989483869173,33.88418513118736
GpPWpGpBP,1000,44,20.547591681812445,20.91667202116316,44.669747473482815
GpMFpGpBP,1000,44,14.015504538350983,13.73795364701183,18.52628628382347
GiGiGpBP,1000,44,4.482447048636687,4.472090220910445,3.785293785557323
GdDaGpBP,1000,44,2.6729728362075513,2.727395372707633,0.0407608293826901
GuDaGpBP,1000,44,2.27665940737196,2.2939917153691285,0.8953505540520258
G<rGr>GpBP,1000,44,2.062930688818182,2.0387695975906124,1.8422717254086416
GaDuGpBP,1000,44,1.9858107589609757,1.992805253160803,3.077859376587474
GcGcGpBP,1000,44,1.7600112993587935,1.722114411561869,1.8665356117071903
GuDdGpBP,1000,44,1.4549504636672177,1.4281429041399238,0.7947234001523725
GuCdGpBP,1000,44,0.664492665330004,0.687437588370302,-0.4149779222889873
G<rGiGpBP,1000,44,0.3140155694915912,0.3154370038274601,0.2387646794601901
Gr>GiGpBP,1000,44,0.0444557877956619,0.0382101059160156,0.37844222352693
G<rG<rGpBP,1000,44,0.0117185904127596,0.0125483163515563,-0.3589924268437346
GuAuGpBP,1000,44,-0.1003985807554237,-0.0672255308986888,2.449033332529737
GeAuGpBP,1000,44,-0.154886920233372,-0.1281058687118577,2.747904798710903
GbCbGpBP,1000,44,-0.0839183893583972,-0.1443375672974064,-0.1273297634520929
GiGpBP,1000,44,-0.1499079472144049,-0.1443375672974064,-0.276881218159955
GcGpBP,1000,44,-0.1233417932800684,-0.1443375672974064,-0.2315106784045755
GiG<rGpBP,1000,44,-0.1850889720034199,-0.1975040564892314,-0.4920127512627357
G<rGpBP,1000,44,-0.2094003127943978,-0.2035341987864453,-0.491781104749088
G<rGcGpBP,1000,44,-0.2045905988417571,-0.2042182142569958,-0.5266304445547925
GcGr>GpBP,1000,44,-0.2340756159509245,-0.2215680865634232,-0.4280447471971588
Gr>Gr>GpBP,1000,44,-0.2639238526907231,-0.2400603761598435,-0.0865280288023237
Gr>GpBP,1000,44,-0.3025972988887758,-0.2929526956976827,-0.2321260566493571
GiGcGpBP,1000,44,-0.3106332117327314,-0.3331785095145209,-0.5808760207487617
GcGiGpBP,1000,44,-0.3338306795062394,-0.3402892889464298,-0.6145531143399793
GpCCpGpBP,1000,44,-0.4291426252977218,-0.4258798821214624,0.1079011951969348
GiGr>GpBP,1000,44,-0.585533961682109,-0.5984063766394848,-0.8019362892832911
GcG<rGpBP,1000,44,-0.682985667355494,-0.6473461372079952,-0.935861963543959
GuAdGpBP,1000,44,-0.7375036303929223,-0.6993960393351109,1.2384143526595717
GdDuGpBP,1000,44,-0.7170364858733189,-0.7000087496120544,-0.575460308475782
GbCdGpBP,1000,44,-0.7664819193753387,-0.7886976368154965,-0.4704288088893098
Gr>GcGpBP,1000,44,-0.8639072810659127,-0.8525317231134635,-0.7763084352911594
GdDdGpBP,1000,44,-0.9456673929250892,-0.9102843426501508,3.387715862761397
GaDaGpBP,1000,44,-0.8206406145249124,-0.9456069759837016,2.1680277324018986
GdCdGpBP,1000,44,-1.5531962457600752,-1.5948544974903744,0.977744688037218
GuDuGpBP,1000,44,-1.7108637208456932,-1.653270498692371,-0.651312046061496
GdAeGpBP,1000,44,-2.3665927464567793,-2.157555939160403,1.7510500943771927
Gr>G<rGpBP,1000,44,-2.1837544471652865,-2.2189735654830565,-0.381751033733372
GdAdGpBP,1000,44,-2.296393242495981,-2.278934778972244,1.9732683140391276
GdAuGpBP,1000,44,-2.5208761379035813,-2.600570876427385,0.9111345306391054
GaDdGpBP,1000,44,-2.8789105471114516,-2.7382782404388326,-0.5098995476100914
GeAdGpBP,1000,44,-2.730817959617805,-2.7945517000868314,2.3012330022125074
GeAeGpBP,1000,44,-3.0083520512519812,-2.98068289300443,1.8189420980362163
GuAeGpBP,1000,44,-4.141793448655253,-4.035892163278144,1.6917662783461174
GbCuGpBP,1000,44,,,
GdCbGpBP,1000,44,,,-0.0500014938637875
GdCuGpBP,1000,44,,,
GpBP,1000,44,,,123.5371554976985
GuCbGpBP,1000,44,,,
GuCuGpBP,1000,44,,,
GpBPpGpBP,10000,42,21.892210389573915,21.974989483869173,33.88418513118736
GpPWpGpBP,10000,42,20.952561775474685,20.91667202116316,44.669747473482815
GpMFpGpBP,10000,42,13.576192953504524,13.73795364701183,18.52628628382347
GiGiGpBP,10000,42,4.496151748863843,4.472090220910445,3.785293785557323
GdDaGpBP,10000,42,2.7535037556283295,2.727395372707633,0.0407608293826901
GuDaGpBP,10000,42,2.26713564262539,2.2939917153691285,0.8953505540520258
G<rGr>GpBP,10000,42,2.0296538771707344,2.0387695975906124,1.8422717254086416
GaDuGpBP,10000,42,2.004144551603141,1.992805253160803,3.077859376587474
GcGcGpBP,10000,42,1.719409469403321,1.722114411561869,1.8665356117071903
GuDdGpBP,10000,42,1.4159800114131198,1.4281429041399238,0.7947234001523725
GuCdGpBP,10000,42,0.6867260669243964,0.687437588370302,-0.4149779222889873
G<rGiGpBP,10000,42,0.3099121909755826,0.3154370038274601,0.2387646794601901
Gr>GiGpBP,10000,42,0.008628613157484,0.0382101059160156,0.37844222352693
G<rG<rGpBP,10000,42,0.0124692797952476,0.0125483163515563,-0.3589924268437346
GuAuGpBP,10000,42,-0.0679089769474017,-0.0672255308986888,2.449033332529737
GeAuGpBP,10000,42,-0.1199118258850356,-0.1281058687118577,2.747904798710903
GbCbGpBP,10000,42,-0.1446615101773771,-0.1443375672974064,-0.1273297634520929
GiGpBP,10000,42,-0.1428499998214196,-0.1443375672974064,-0.276881218159955
GcGpBP,10000,42,-0.141752881539198,-0.1443375672974064,-0.2315106784045755
GiG<rGpBP,10000,42,-0.1913605053995823,-0.1975040564892314,-0.4920127512627357
G<rGpBP,10000,42,-0.2123840702433765,-0.2035341987864453,-0.491781104749088
G<rGcGpBP,10000,42,-0.1978427284911506,-0.2042182142569958,-0.5266304445547925
GcGr>GpBP,10000,42,-0.2216527000870155,-0.2215680865634232,-0.4280447471971588
Gr>Gr>GpBP,10000,42,-0.2274485802259768,-0.2400603761598435,-0.0865280288023237
Gr>GpBP,10000,42,-0.29907585342035,-0.2929526956976827,-0.2321260566493571
GiGcGpBP,10000,42,-0.323461641376896,-0.3331785095145209,-0.5808760207487617
GcGiGpBP,10000,42,-0.3479153600501459,-0.3402892889464298,-0.6145531143399793
GpCCpGpBP,10000,42,-0.4169775432305797,-0.4258798821214624,0.1079011951969348
GiGr>GpBP,10000,42,-0.5967465224690949,-0.5984063766394848,-0.8019362892832911
GcG<rGpBP,10000,42,-0.6490552700567712,-0.6473461372079952,-0.935861963543959
GuAdGpBP,10000,42,-0.7125668242268294,-0.6993960393351109,1.2384143526595717
GdDuGpBP,10000,42,-0.6891014117301176,-0.7000087496120544,-0.575460308475782
GbCdGpBP,10000,42,-0.791838565936151,-0.7886976368154965,-0.4704288088893098
Gr>GcGpBP,10000,42,-0.8390940165509602,-0.8525317231134635,-0.7763084352911594
GdDdGpBP,10000,42,-0.9177227302239748,-0.9102843426501508,3.387715862761397
GaDaGpBP,10000,42,-0.935142152015812,-0.9456069759837016,2.1680277324018986
GdCdGpBP,10000,42,-1.602675886885106,-1.5948544974903744,0.977744688037218
GuDuGpBP,10000,42,-1.6515506533667137,-1.653270498692371,-0.651312046061496
GdAeGpBP,10000,42,-2.156961267454402,-2.157555939160403,1.7510500943771927
Gr>G<rGpBP,10000,42,-2.19504005162759,-2.2189735654830565,-0.381751033733372
GdAdGpBP,10000,42,-2.2535700373668677,-2.278934778972244,1.9732683140391276
GdAuGpBP,10000,42,-2.5986062121875806,-2.600570876427385,0.9111345306391054
GaDdGpBP,10000,42,-2.735038666006715,-2.7382782404388326,-0.5098995476100914
GeAdGpBP,10000,42,-2.8008076060547724,-2.7945517000868314,2.3012330022125074
GeAeGpBP,10000,42,-2.960947222451608,-2.98068289300443,1.8189420980362163
GuAeGpBP,10000,42,-4.005410400780975,-4.035892163278144,1.6917662783461174
GbCuGpBP,10000,42,,,
GdCbGpBP,10000,42,,,-0.0500014938637875
GdCuGpBP,10000,42,,,
GpBP,10000,42,,,123.5371554976985
GuCbGpBP,10000,42,,,
GuCuGpBP,10000,42,,,
GpBPpGpBP,10000,43,22.143786273285517,21.974989483869173,33.88418513118736
GpPWpGpBP,10000,43,20.843270691303772,20.91667202116316,44.669747473482815
GpMFpGpBP,10000,43,13.637650964148031,13.73795364701183,18.52628628382347
GiGiGpBP,10000,43,4.425533863163161,4.472090220910445,3.785293785557323
GdDaGpBP,10000,43,2.716994274581828,2.727395372707633,0.0407608293826901
GuDaGpBP,10000,43,2.2951744657513293,2.2939917153691285,0.8953505540520258
G<rGr>GpBP,10000,43,2.033394760002462,2.0387695975906124,1.8422717254086416
GaDuGpBP,10000,43,1.991247652969098,1.992805253160803,3.077859376587474
GcGcGpBP,10000,43,1.713503553882417,1.722114411561869,1.8665356117071903
GuDdGpBP,10000,43,1.4364589582253418,1.4281429041399238,0.7947234001523725
GuCdGpBP,10000,43,0.6986268990636905,0.687437588370302,-0.4149779222889873
G<rGiGpBP,10000,43,0.3194953279751864,0.3154370038274601,0.2387646794601901
Gr>GiGpBP,10000,43,0.050808186530642,0.0382101059160156,0.37844222352693
G<rG<rGpBP,10000,43,0.0243971723149577,0.0125483163515563,-0.3589924268437346
GuAuGpBP,10000,43,-0.0639871463714712,-0.0672255308986888,2.449033332529737
GeAuGpBP,10000,43,-0.1305852283548909,-0.1281058687118577,2.747904798710903
GbCbGpBP,10000,43,-0.1413854337662581,-0.1443375672974064,-0.1273297634520929
GiGpBP,10000,43,-0.1506710292356518,-0.1443375672974064,-0.276881218159955
GcGpBP,10000,43,-0.1443008800289641,-0.1443375672974064,-0.2315106784045755
GiG<rGpBP,10000,43,-0.2072736814935794,-0.1975040564892314,-0.4920127512627357
G<rGpBP,10000,43,-0.2006925207886346,-0.2035341987864453,-0.491781104749088
G<rGcGpBP,10000,43,-0.2030908450190955,-0.2042182142569958,-0.5266304445547925
GcGr>GpBP,10000,43,-0.2208217599847667,-0.2215680865634232,-0.4280447471971588
Gr>Gr>GpBP,10000,43,-0.2331633109111679,-0.2400603761598435,-0.0865280288023237
Gr>GpBP,10000,43,-0.2920844046082136,-0.2929526956976827,-0.2321260566493571
GiGcGpBP,10000,43,-0.3341369513102199,-0.3331785095145209,-0.5808760207487617
GcGiGpBP,10000,43,-0.344185651288928,-0.3402892889464298,-0.6145531143399793
GpCCpGpBP,10000,43,-0.4447796117327937,-0.4258798821214624,0.1079011951969348
GiGr>GpBP,10000,43,-0.6154861494932414,-0.5984063766394848,-0.8019362892832911
GcG<rGpBP,10000,43,-0.6422849440972577,-0.6473461372079952,-0.935861963543959
GuAdGpBP,10000,43,-0.6914884902664544,-0.6993960393351109,1.2384143526595717
GdDuGpBP,10000,43,-0.6930722241966619,-0.7000087496120544,-0.575460308475782
GbCdGpBP,10000,43,-0.7864717151694061,-0.7886976368154965,-0.4704288088893098
Gr>GcGpBP,10000,43,-0.8578620404667194,-0.8525317231134635,-0.7763084352911594
GdDdGpBP,10000,43,-0.933314539186812,-0.9102843426501508,3.387715862761397
GaDaGpBP,10000,43,-0.9526634405522134,-0.9456069759837016,2.1680277324018986
GdCdGpBP,10000,43,-1.628219436458408,-1.5948544974903744,0.977744688037218
GuDuGpBP,10000,43,-1.6366179670968148,-1.653270498692371,-0.651312046061496
GdAeGpBP,10000,43,-2.1512492938063055,-2.157555939160403,1.7510500943771927
Gr>G<rGpBP,10000,43,-2.2205829899728107,-2.2189735654830565,-0.381751033733372
GdAdGpBP,10000,43,-2.2787273527523317,-2.278934778972244,1.9732683140391276
GdAuGpBP,10000,43,-2.6030109874343617,-2.600570876427385,0.9111345306391054
GaDdGpBP,10000,43,-2.7508021301738297,-2.7382782404388326,-0.5098995476100914
GeAdGpBP,10000,43,-2.7406554385117587,-2.7945517000868314,2.3012330022125074
GeAeGpBP,10000,43,-3.003825400560344,-2.98068289300443,1.8189420980362163
GuAeGpBP,10000,43,-3.98290890058472,-4.035892163278144,1.6917662783461174
GbCuGpBP,10000,43,,,
GdCbGpBP,10000,43,,,-0.0500014938637875
GdCuGpBP,10000,43,,,
GpBP,10000,43,,,123.5371554976985
GuCbGpBP,10000,43,,,
GuCuGpBP,10000,43,,,
GpBPpGpBP,10000,44,22.259703368288378,21.974989483869173,33.88418513118736
GpPWpGpBP,10000,44,20.90654362384114,20.91667202116316,44.669747473482815
GpMFpGpBP,10000,44,13.681793789026257,13.73795364701183,18.52628628382347
GiGiGpBP,10000,44,4.447557085659946,4.472090220910445,3.785293785557323
GdDaGpBP,10000,44,2.6549549838436706,2.727395372707633,0.0407608293826901
GuDaGpBP,10000,44,2.2909546680371276,2.2939917153691285,0.8953505540520258
G<rGr>GpBP,10000,44,2.035058478828359,2.0387695975906124,1.8422717254086416
GaDuGpBP,10000,44,2.0301103219491607,1.992805253160803,3.077859376587474
GcGcGpBP,10000,44,1.733406415812785,1.722114411561869,1.8665356117071903
GuDdGpBP,10000,44,1.4210591802450627,1.4281429041399238,0.7947234001523725
GuCdGpBP,10000,44,0.6878770139332628,0.687437588370302,-0.4149779222889873
G<rGiGpBP,10000,44,0.311311522372275,0.3154370038274601,0.2387646794601901
Gr>GiGpBP,10000,44,0.0082269688922158,0.0382101059160156,0.37844222352693
G<rG<rGpBP,10000,44,0.0051813996867857,0.0125483163515563,-0.3589924268437346
GuAuGpBP,10000,44,-0.0438237442524253,-0.0672255308986888,2.449033332529737
GeAuGpBP,10000,44,-0.1276914850166987,-0.1281058687118577,2.747904798710903
GbCbGpBP,10000,44,-0.1399067505807888,-0.1443375672974064,-0.1273297634520929
GiGpBP,10000,44,-0.1506710292356518,-0.1443375672974064,-0.276881218159955
GcGpBP,10000,44,-0.1410171037832236,-0.1443375672974064,-0.2315106784045755
GiG<rGpBP,10000,44,-0.1965268790579939,-0.1975040564892314,-0.4920127512627357
G<rGpBP,10000,44,-0.1981936875305709,-0.2035341987864453,-0.491781104749088
G<rGcGpBP,10000,44,-0.1968083784985116,-0.2042182142569958,-0.5266304445547925
GcGr>GpBP,10000,44,-0.2185399048041677,-0.2215680865634232,-0.4280447471971588
Gr>Gr>GpBP,10000,44,-0.2291057030805049,-0.2400603761598435,-0.0865280288023237
Gr>GpBP,10000,44,-0.2992359149576356,-0.2929526956976827,-0.2321260566493571
GiGcGpBP,10000,44,-0.3294696682908352,-0.3331785095145209,-0.5808760207487617
GcGiGpBP,10000,44,-0.342796686490415,-0.3402892889464298,-0.6145531143399793
GpCCpGpBP,10000,44,-0.396438103501193,-0.4258798821214624,0.1079011951969348
GiGr>GpBP,10000,44,-0.5985217353285853,-0.5984063766394848,-0.8019362892832911
GcG<rGpBP,10000,44,-0.6468934019341206,-0.6473461372079952,-0.935861963543959
GuAdGpBP,10000,44,-0.6976038538308873,-0.6993960393351109,1.2384143526595717
GdDuGpBP,10000,44,-0.6987508280312716,-0.7000087496120544,-0.575460308475782
GbCdGpBP,10000,44,-0.7895184375985808,-0.7886976368154965,-0.4704288088893098
Gr>GcGpBP,10000,44,-0.8491463659642438,-0.8525317231134635,-0.7763084352911594
GdDdGpBP,10000,44,-0.9112269742894124,-0.9102843426501508,3.387715862761397
GaDaGpBP,10000,44,-0.9534462824345672,-0.9456069759837016,2.1680277324018986
GdCdGpBP,10000,44,-1.5636747986401882,-1.5948544974903744,0.977744688037218
GuDuGpBP,10000,44,-1.6586824033109595,-1.653270498692371,-0.651312046061496
GdAeGpBP,10000,44,-2.181424809474605,-2.157555939160403,1.7510500943771927
Gr>G<rGpBP,10000,44,-2.2496548131360763,-2.2189735654830565,-0.381751033733372
GdAdGpBP,10000,44,-2.2601236997460226,-2.278934778972244,1.9732683140391276
GdAuGpBP,10000,44,-2.6005489236562775,-2.600570876427385,0.9111345306391054
GaDdGpBP,10000,44,-2.759387642999526,-2.7382782404388326,-0.5098995476100914
GeAdGpBP,10000,44,-2.8275931949241446,-2.7945517000868314,2.3012330022125074
GeAeGpBP,10000,44,-2.9779454694607197,-2.98068289300443,1.8189420980362163
GuAeGpBP,10000,44,-4.000971812685639,-4.035892163278144,1.6917662783461174
GbCuGpBP,10000,44,,,
GdCbGpBP,10000,44,,,-0.0500014938637875
GdCuGpBP,10000,44,,,
GpBP,10000,44,,,123.5371554976985
GuCbGpBP,10000,44,,,
GuCuGpBP,10000,44,,,
